message_id	ttr	speaker	lang	ltype	topic	topicstarter	topicstarter_lang	topicstarter_ltype
post3391204	0.68	sabrinita85	Italian	L1	post3390922	muppyclaire	Italy, italian	L1
post3398486	0.6	housecameron	Italian/ Italy	L1	post3397670	Nikutis	Lithuania/lithuanian	L2
post3387132	0.78	xeneize	Italian	L1	post3386713	mauro63	spanish/italian - Argentina	L1
post3323844	0.68	MünchnerFax	Italian, Italy	L1	post3323571	nicaldo	german-english bilingual	L2
post3315972	0.84	Necsus	Italian (Italy)	L1	post3315704	Zena_101	Italy	L1
post3304924	0.74	MAVERIK	Italy Italian	L1	post3303864	ear	Catalan/Spanish  Spain	L2
post1564557	0.82	Gio77	Italian - Italy	L1	post1558891	TimeHP	Italian - Italy	L1
post3212354	0.84	Nemesis19	Italia	L1	post3209399	Kraus	Italian, Italy	L1
post3206589	0.72	Stiannu	Italy, Italian	L1	post3206467	sarusaru	Japanese	L2
post3191606	0.8	sabrinita85	Italian	L1	post3191379	bubu7	Italiano	L1
post3172814	0.8	Mariano50	Italiano Germany	L1	post3172419	IlPetaloCremisi	Italia	L1
post3167601	0.82	MünchnerFax	Italian, Italy	L1	post3167556	njnye	Italian	L1
post3132574	0.8	xeneize	Italian	L1	post3132504	Cristina.	Spain-Spanish	L2
post3004133	0.67	xeneize	Italian	L1	post3004063	blue_eyed_girlpl	Polish-hoho!	L2
post2961748	0.8	Mariano50	Italiano Germany	L1	post2960981	xeneize	Italian	L1
post2968969	0.78	MünchnerFax	Italian, Italy	L1	post2967432	_forumuser_	Italian	L1
post2789746	0.72	Silvia10975	italiano (Toscana-Italia)	L1	post2789652	MünchnerFax	Italian, Italy	L1
post2750407	0.8	Nurnen	Italian (Italy)	L1	post2750185	nicaldo	german-english bilingual	L2
post2767648	0.82	Pincadilly	Italiano	L1	post2767626	urizon9	English	L2
post2687726	0.81	SunDraw	Veneto (Italia)	L1	post2687554	borz	Hungary	L2
post2618885	0.7	DrLindenbrock	Italy; Italian & Am. English	L1	post2618227	ferran	Croatia	L2
post2561420	0.72	federicoft	Italian	L1	post2561316	ferran	Croatia	L2
post2535867	0.76	gabrigabri	Italian, Italy (Torino)	L1	post2535779	andersxman	Denmark/danish	L2
post2525937	0.71	SunDraw	Veneto (Italia)	L1	post2525813	Smurfan	Swedish	L2
post2404648	0.72	gabrigabri	Italian, Italy (Torino)	L1	post2404565	andersxman	Denmark/danish	L2
post2198459	0.62	sabrinita85	Italian	L1	post2198280	femmejolie	Spanish (Spain)	L2
post2345475	0.87	rocamadour	Italian	L1	post2345341	IlPetaloCremisi	Italia	L1
post2214569	0.7	IkHouVanPulcino	Italian	L1	post2214523	martinka! :)	Italian	L1
post2125418	0.77	irene.acler	Italiano	L1	post2125032	femmejolie	Spanish (Spain)	L2
post1641246	0.83	DrLindenbrock	Italy; Italian & Am. English	L1	post1640008	Benny74	English/US	L2
post1981398	0.75	Giannaclaudia	Italian	L1	post1980651	Einstein	UK, English	L2
post1970771	0.78	Necsus	Italian (Italy)	L1	post1967618	mauro63	spanish/italian - Argentina	L1
post1859759	0.72	rocamadour	Italian	L1	post1859530	Necsus	Italian (Italy)	L1
post1877406	0.75	Cnaeius	Italian, Italy	L1	post1877150	daniele712	Italia	L1
post1871843	0.78	daniele712	Italia	L1	post1871685	Necsus	Italian (Italy)	L1
post1840537	0.8	daniele712	Italia	L1	post1838890	carlasimone	spanish	L2
post1851012	0.75	Grtngs	Italia	L1	post1850963	carlasimone	spanish	L2
post1796651	0.82	BlueWolf	Italian	L1	post1796495	SOS VOS	ITALIAN ITALY	L1
post1745713	0.63	Necsus	Italian (Italy)	L1	post1745160	iretta	Ukrainian-Ukraine	L2
post1627197	0.81	Kraus	Italian, Italy	L1	post1627020	margaretlia	Italian-Italy	L1
post1577242	0.78	irene.acler	Italiano	L1	post1576768	DuncanP	US, English	L2
post1552749	0.79	Heliand	ITALY	L1	post1552684	Akire72	Italian - Italy	L1
post1542739	0.76	sabrinita85	Italian	L1	post1542683	iretta	Ukrainian-Ukraine	L2
post1449245	0.66	irene.acler	Italiano	L1	post1449052	Many-	Portughese, Brasil	L2
post1343705	0.61	Jana337	čeština	L2	post1343620	DiPizzo	español	L2
post1338363	0.81	parolearruffate	Italian	L1	post1337446	lidia1201	Serbia/serbo	L2
post1314140	0.74	sabrinita85	Italian	L1	post1314034	andersxman	Denmark/danish	L2
post1151174	0.77	moodywop	Italian - Italy	L1	post1149494	nowall	Italia, Italiano	L1
post945320	0.67	Astridis	Italian - Italy	L1	post945032	Emily Reigh	English - United States	L2
post890577	0.72	winnie	italy, italian	L1	post890439	belano75	Spanish - Spain	L2
post1136655	0.68	Saoul	Italian	L1	post1136367	andersxman	Denmark/danish	L2
post1104966	0.81	V52	Italy Italian	L1	post1104731	Jana337	čeština	L2
post1060597	0.69	Saoul	Italian	L1	post1060435	urizon9	English	L2
post1022327	0.85	DanyD	Italiano, Italy	L1	post1021135	TimLA	English - US	L2
post998313	0.73	ceci 79	Italian, Italy	L1	post998247	TimLA	English - US	L2
post998374	0.65	ceci 79	Italian, Italy	L1	post998359	disegno	United States English	L2
post952406	0.75	Saoul	Italian	L1	post952383	belano75	Spanish - Spain	L2
post921316	0.76	Necsus	Italian (Italy)	L1	post921035	TimeHP	Italian - Italy	L1
post927315	0.71	Raphillon	Italy	L1	post927255	Daniel P-N	Hebrew - israel	L2
post850590	0.76	moodywop	Italian - Italy	L1	post850411	valy822	Italy- Italian	L1
post828405	0.72	moodywop	Italian - Italy	L1	post828304	disegno	United States English	L2
post827740	0.73	Idioteque	Italy - Italian	L1	post827681	utente	American English	L2
post776858	0.7	Saoul	Italian	L1	post776837	ElaineG	USA/English	L2
post790449	0.73	Silvia	Italian	L1	post790448	Silvia	Italian	L1
