message_id	ttr	speaker	lang	ltype
post4274560	0.79	Kumidan	Italia - italiano	L1
post4280498	0.82	Niki87	Italy Italian	L1
post4280581	0.75	Stiannu	Italy, Italian	L1
post11995283	0.85	francisgranada	Hungarian	L2
post11995921	0.84	Walt Whitman	Italian - Italy	L1
post12017258	0.81	Giorgio Spizzi	Italian	L1
post12017609	0.85	francisgranada	Hungarian	L2
post12012907	0.78	violadaprile	italian	L1
post1683856	0.68	daniele712	Italia	L1
post1686456	0.62	daniele712	Italia	L1
post1999414	0.72	femmejolie	Spanish (Spain)	L2
post2473978	0.62	Salegrosso	Verona (Italy)	L1
post11998305	0.67	Alessandro_Persia	Italian	L1
post12005371	0.75	violadaprile	italian	L1
post12011806	0.76	Giorgio Spizzi	Italian	L1
post12002091	0.68	violadaprile	italian	L1
post12002140	0.73	Anja.Ann	Italian	L1
post12002392	0.87	matoupaschat	Français (Belgique)	L2
post12002470	0.75	Walt Whitman	Italian - Italy	L1
post12005583	0.74	violadaprile	italian	L1
post12007728	0.78	VogaVenessian	Italiano	L1
post10772933	0.73	Necsus	Italian (Italy)	L1
post10775122	0.76	zipp404	Bilingual English|Español	L2
post10818265	0.8	Giorgino	Italian	L1
post12002406	0.75	violadaprile	italian	L1
post12002789	0.59	Bruno 1234	Español	L2
post11992349	0.61	Anima_Italiana	Russo	L2
post11992410	0.54	effeundici	Italian - Tuscany	L1
post11992433	0.57	pizzi	Italian, Italy	L1
post11992608	0.44	Walt Whitman	Italian - Italy	L1
post11993625	0.76	violadaprile	italian	L1
post11995232	0.59	Walt Whitman	Italian - Italy	L1
post11999953	0.74	nien0704	Olandese	L2
post12000067	0.82	Walt Whitman	Italian - Italy	L1
post1675843	0.7	daniele712	Italia	L1
post1707430	0.81	daniele712	Italia	L1
post12001733	0.8	Giorgio Spizzi	Italian	L1
post11989419	0.82	Cosimo Piovasco	Italiano, Italia	L1
post11988801	0.8	Giorgio Spizzi	Italian	L1
post11989186	0.87	francisgranada	Hungarian	L2
post11990804	0.82	violadaprile	italian	L1
post11990927	0.86	violadaprile	italian	L1
post11990937	0.82	Walt Whitman	Italian - Italy	L1
post11990988	0.8	violadaprile	italian	L1
post11991485	0.72	Maioneselover	Italiano - Italia	L1
post11992073	0.74	violadaprile	italian	L1
post11992430	0.8	Giorgio Spizzi	Italian	L1
post11988023	0.89	pizzi	Italian, Italy	L1
post11989233	0.78	pizzi	Italian, Italy	L1
post11989403	0.74	violadaprile	italian	L1
post4308962	0.75	hjelm84	Italian	L1
post11982466	0.83	violadaprile	italian	L1
post11985765	0.83	Nunou	Italiano	L1
post11987687	0.83	violadaprile	italian	L1
post11989040	0.74	longplay	italian	L1
post11985920	0.81	Nunou	Italiano	L1
post11965508	0.81	violadaprile	italian	L1
post11966635	0.85	pizzi	Italian, Italy	L1
post11968016	0.82	violadaprile	italian	L1
post11968114	0.79	Gryphus	Italian	L1
post11968130	0.83	pizzi	Italian, Italy	L1
post11968391	0.78	francisgranada	Hungarian	L2
post11968455	0.88	violadaprile	italian	L1
post11974940	0.84	Cosimo Piovasco	Italiano, Italia	L1
post11975083	0.79	pizzi	Italian, Italy	L1
post11982495	0.85	violadaprile	italian	L1
post11980145	0.79	violadaprile	italian	L1
post11980700	0.8	Akire72	Italian - Italy	L1
post11980785	0.83	violadaprile	italian	L1
post11981063	0.78	violadaprile	italian	L1
post11981391	0.77	francisgranada	Hungarian	L2
post11957236	0.8	pizzi	Italian, Italy	L1
post11957979	0.77	violadaprile	italian	L1
post11958546	0.75	pizzi	Italian, Italy	L1
post11958859	0.85	francisgranada	Hungarian	L2
post11959954	0.84	longplay	italian	L1
post11960997	0.85	pizzi	Italian, Italy	L1
post11975742	0.82	Anja.Ann	Italian	L1
post11976489	0.73	Youngfun	Wu Chinese & Italian	L1
post11977053	0.78	francisgranada	Hungarian	L2
post11978573	0.8	Youngfun	Wu Chinese & Italian	L1
post11971716	0.84	pizzi	Italian, Italy	L1
post11972775	0.84	VogaVenessian	Italiano	L1
post11974607	0.82	Youngfun	Wu Chinese & Italian	L1
post11976723	0.77	violadaprile	italian	L1
post11978680	0.78	stella_maris_74	Italian - Italy	L1
post11943852	0.83	violadaprile	italian	L1
post11943938	0.8	Gryphus	Italian	L1
post11954163	0.74	Youngfun	Wu Chinese & Italian	L1
post11956882	0.8	Giorgio Spizzi	Italian	L1
post11961304	0.62	violadaprile	italian	L1
post11961529	0.73	violadaprile	italian	L1
post11962199	0.59	violadaprile	italian	L1
post11963243	0.7	violadaprile	italian	L1
post11973983	0.82	violadaprile	italian	L1
post11509741	0.65	Bartin84	Italian	L1
post11511381	0.71	Necsus	Italian (Italy)	L1
post11965678	0.77	violadaprile	italian	L1
post11965897	0.79	longplay	italian	L1
post11966507	0.82	pizzi	Italian, Italy	L1
post11967505	0.81	longplay	italian	L1
post11962571	0.72	Walt Whitman	Italian - Italy	L1
post11966739	0.74	Giorgio Spizzi	Italian	L1
post11963338	0.82	elemika	Russian	L2
post11965218	0.77	cercolumi	italiano	L1
post11962870	0.67	cercolumi	italiano	L1
post11961808	0.79	Ms. Babel	Italian	L1
post11962309	0.74	ilverbo	ebraico	L2
post11962334	0.69	luway	Italian	L1
post11946877	0.81	Montesacro	Italiano	L1
post11947865	0.8	violadaprile	italian	L1
post11959708	0.64	violadaprile	italian	L1
post11953288	0.83	violadaprile	italian	L1
post10863751	0.83	francisgranada	Hungarian	L2
post10869081	0.72	Necsus	Italian (Italy)	L1
post10882340	0.78	Fiera mente	Italian	L1
post10883666	0.84	olaszinho	Central Italian	L1
post10883908	0.81	Fiera mente	Italian	L1
post10884043	0.7	stella_maris_74	Italian - Italy	L1
post10884815	0.82	Necsus	Italian (Italy)	L1
post10888044	0.87	francisgranada	Hungarian	L2
post10888268	0.77	silviawest	Italian	L1
post10891792	0.74	Passante	italian	L1
post10894383	0.79	Passante	italian	L1
post10898676	0.86	francisgranada	Hungarian	L2
post11950160	0.76	longplay	italian	L1
post11951531	0.85	francisgranada	Hungarian	L2
post11951924	0.82	violadaprile	italian	L1
post11954571	0.79	longplay	italian	L1
post9329428	0.77	Necsus	Italian (Italy)	L1
post11947312	0.67	longplay	italian	L1
post11886453	0.8	luway	Italian	L1
post11887227	0.82	francisgranada	Hungarian	L2
post11890409	0.72	Giorgio Spizzi	Italian	L1
post11906144	0.74	violadaprile	italian	L1
post11908718	0.83	francisgranada	Hungarian	L2
post11908866	0.84	francisgranada	Hungarian	L2
post11909810	0.87	Giorgio Spizzi	Italian	L1
post11917641	0.71	Giorgio Spizzi	Italian	L1
post11918403	0.83	Youngfun	Wu Chinese & Italian	L1
post11918437	0.82	Cosimo Piovasco	Italiano, Italia	L1
post11918532	0.77	Youngfun	Wu Chinese & Italian	L1
post11919051	0.83	violadaprile	italian	L1
post11937454	0.77	Youngfun	Wu Chinese & Italian	L1
post11938018	0.79	Youngfun	Wu Chinese & Italian	L1
post11940322	0.84	Youngfun	Wu Chinese & Italian	L1
post11941587	0.76	violadaprile	italian	L1
post11944784	0.81	Youngfun	Wu Chinese & Italian	L1
post11918306	0.78	Youngfun	Wu Chinese & Italian	L1
post11919527	0.82	francisgranada	Hungarian	L2
post11941515	0.75	Youngfun	Wu Chinese & Italian	L1
post11941690	0.85	Youngfun	Wu Chinese & Italian	L1
post11944648	0.76	Youngfun	Wu Chinese & Italian	L1
post11927542	0.78	ilverbo	ebraico	L2
post11927974	0.72	ilverbo	ebraico	L2
post11938025	0.72	ilverbo	ebraico	L2
post11938624	0.74	VogaVenessian	Italiano	L1
post6150091	0.75	Hermocrates	Italian & British English (bilingual)	L1
post6177159	0.79	elenuar	italian	L1
post11939499	0.8	Maioneselover	Italiano - Italia	L1
post11934519	0.73	Nuzzi	Spanish (Spain)	L2
post11936243	0.75	VogaVenessian	Italiano	L1
post11904253	0.66	pizzi	Italian, Italy	L1
post11908207	0.8	pizzi	Italian, Italy	L1
post11908557	0.52	Lituano	Lithuanian	L2
post11930364	0.8	Giorgio Spizzi	Italian	L1
post11931023	0.46	francisgranada	Hungarian	L2
post11870739	0.78	Maioneselover	Italiano - Italia	L1
post11873106	0.52	Walt Whitman	Italian - Italy	L1
post11873940	0.75	Giorgio Spizzi	Italian	L1
post11881033	0.73	Giorgio Spizzi	Italian	L1
post4285072	0.84	SunDraw	Veneto (Italia)	L1
post11927158	0.81	luway	Italian	L1
post11929957	0.77	Anja.Ann	Italian	L1
post11931163	0.86	luway	Italian	L1
post11931764	0.8	VogaVenessian	Italiano	L1
post11926381	0.47	pizzi	Italian, Italy	L1
post4909000	0.77	giusyna	italian	L1
post11919973	0.75	pizzi	Italian, Italy	L1
post11922646	0.84	violadaprile	italian	L1
post11923669	0.81	luway	Italian	L1
post11926711	0.77	luway	Italian	L1
post11926913	0.8	pizzi	Italian, Italy	L1
post11926975	0.85	violadaprile	italian	L1
post11926425	0.72	violadaprile	italian	L1
post3949983	0.88	la italianilla	Italia	L1
post11920847	0.78	VogaVenessian	Italiano	L1
post11921758	0.83	violadaprile	italian	L1
post11922112	0.8	giginho	Italiano & Piemontese	L1
post11920162	0.84	violadaprile	italian	L1
post11921869	0.77	violadaprile	italian	L1
post11924762	0.87	dewill	italiano, français, s.duetsch	L1
post11876919	0.86	Cyberusso	Russian	L2
post11923174	0.75	violadaprile	italian	L1
post11909188	0.71	violadaprile	italian	L1
post11910169	0.8	pizzi	Italian, Italy	L1
post11910805	0.81	Cosimo Piovasco	Italiano, Italia	L1
post11921834	0.7	violadaprile	italian	L1
post11917446	0.78	violadaprile	italian	L1
post11918305	0.78	Cosimo Piovasco	Italiano, Italia	L1
post11919255	0.84	violadaprile	italian	L1
post11912616	0.73	violadaprile	italian	L1
post11916421	0.87	violadaprile	italian	L1
post11916730	0.83	dewill	italiano, français, s.duetsch	L1
post11916973	0.85	violadaprile	italian	L1
post11905851	0.72	violadaprile	italian	L1
post11905915	0.73	violadaprile	italian	L1
post11906876	0.78	violadaprile	italian	L1
post11910558	0.67	violadaprile	italian	L1
post11910136	0.75	Cosimo Piovasco	Italiano, Italia	L1
post11910208	0.68	Lula_	Italiano-Italia	L1
post11910222	0.83	Cosimo Piovasco	Italiano, Italia	L1
post11894179	0.74	giginho	Italiano & Piemontese	L1
post11723423	0.84	iron mann	portuguese	L2
post11724967	0.82	luway	Italian	L1
post11734086	0.76	(Lucia	Italiano	L1
post11894593	0.83	iron mann	portuguese	L2
post11895488	0.8	luway	Italian	L1
post11898334	0.76	(Lucia	Italiano	L1
post11877497	0.8	eximius	Italiano	L1
post11877566	0.74	eximius	Italiano	L1
post11883328	0.73	VogaVenessian	Italiano	L1
post11883697	0.81	luway	Italian	L1
post11884128	0.85	luway	Italian	L1
post11880573	0.76	Elxenc	català/valencià	L2
post11732933	0.75	Giorgio Spizzi	Italian	L1
post11839924	0.78	luway	Italian	L1
post11876570	0.82	Alessandro_Persia	Italian	L1
post11127218	0.75	iron mann	portuguese	L2
post11127541	0.73	Necsus	Italian (Italy)	L1
post11128312	0.83	iron mann	portuguese	L2
post11871710	0.77	Anja.Ann	Italian	L1
post11872459	0.79	pizzi	Italian, Italy	L1
post11875104	0.72	Cosimo Piovasco	Italiano, Italia	L1
post11873542	0.87	giginho	Italiano & Piemontese	L1
post11865708	0.82	pizzi	Italian, Italy	L1
post11869309	0.83	pizzi	Italian, Italy	L1
post11850162	0.68	Akire72	Italian - Italy	L1
post11120666	0.75	Geviert	Spanisch	L2
post11859245	0.73	otherwise	Italiano - Italia	L1
post11852048	0.82	Odysseus54	Italian - Marche	L1
post11855162	0.76	Giorgio Spizzi	Italian	L1
post11855377	0.68	Walt Whitman	Italian - Italy	L1
post11855440	0.84	luway	Italian	L1
post11856288	0.82	Odysseus54	Italian - Marche	L1
post11856660	0.69	otherwise	Italiano - Italia	L1
post11856690	0.83	Giorgio Spizzi	Italian	L1
post11836389	0.78	giginho	Italiano & Piemontese	L1
post11859372	0.68	silvietta	Italy-italian	L1
post11855313	0.83	pizzi	Italian, Italy	L1
post11854341	0.85	francisgranada	Hungarian	L2
post11854404	0.71	Walt Whitman	Italian - Italy	L1
post11854593	0.8	francisgranada	Hungarian	L2
post8299816	0.8	zipp404	Bilingual English|Español	L2
post8300608	0.75	zipp404	Bilingual English|Español	L2
post11845662	0.77	VogaVenessian	Italiano	L1
post11189292	0.72	rainbowizard	Italian - Italy	L1
post11143787	0.82	Cosimo Piovasco	Italiano, Italia	L1
post11147006	0.76	Cosimo Piovasco	Italiano, Italia	L1
post11170420	0.76	Giorgino	Italian	L1
post11173444	0.76	Cosimo Piovasco	Italiano, Italia	L1
post11179727	0.81	singoloindividuo	italiano	L1
post11181954	0.82	Cosimo Piovasco	Italiano, Italia	L1
post11181985	0.76	Blackman	Italiano/Sardo	L1
post11182070	0.83	Blackman	Italiano/Sardo	L1
post11182407	0.79	francisgranada	Hungarian	L2
post11190140	0.73	Cosimo Piovasco	Italiano, Italia	L1
post11193640	0.74	Matpao	Italiano	L1
post11199931	0.77	Cosimo Piovasco	Italiano, Italia	L1
post11829464	0.69	Explorer41	Russian	L2
post11832285	0.69	Giorgio Spizzi	Italian	L1
post11833212	0.86	francisgranada	Hungarian	L2
post11836201	0.8	Giorgio Spizzi	Italian	L1
post11836209	0.79	giginho	Italiano & Piemontese	L1
post11841490	0.75	Ingrained	Spanish - Buenos Aires	L2
post11842355	0.71	Giorgio Spizzi	Italian	L1
post11807114	0.8	Maddy_PL	polish	L2
post11807641	0.84	fabinn	Italiano	L1
post11807917	0.75	Maddy_PL	polish	L2
post11812270	0.77	Cosimo Piovasco	Italiano, Italia	L1
post11812772	0.63	stella_maris_74	Italian - Italy	L1
post11819178	0.8	Maddy_PL	polish	L2
post11819377	0.78	stella_maris_74	Italian - Italy	L1
post11819562	0.84	Maddy_PL	polish	L2
post11820196	0.78	Spiritoso78	Italiano  e friulano	L1
post11821937	0.77	Maddy_PL	polish	L2
post11822050	0.8	fabinn	Italiano	L1
post11822426	0.71	giginho	Italiano & Piemontese	L1
post11822462	0.78	pizzi	Italian, Italy	L1
post11822546	0.66	VogaVenessian	Italiano	L1
post11822841	0.82	Maddy_PL	polish	L2
post11840058	0.76	giginho	Italiano & Piemontese	L1
post11831944	0.64	Giorgio Spizzi	Italian	L1
post11832190	0.59	Akire72	Italian - Italy	L1
post11833970	0.75	vallery	Russian	L2
post11836128	0.7	Akire72	Italian - Italy	L1
post11836546	0.8	Alessandro_Persia	Italian	L1
post11820798	0.75	pizzi	Italian, Italy	L1
post11833715	0.71	VogaVenessian	Italiano	L1
post4635595	0.85	SunDraw	Veneto (Italia)	L1
post4639055	0.79	Montesacro	Italiano	L1
post4654358	0.84	Lucy Van Pelt	Italian	L1
post4664408	0.77	ToscanoNYC	Italian & English -US (bilingual)	L1
post9352189	0.73	magosil79	italian	L1
post11826080	0.85	Il Reine	Neuhochdeutsch	L2
post11826691	0.78	Il Reine	Neuhochdeutsch	L2
post11827598	0.76	Il Reine	Neuhochdeutsch	L2
post11828675	0.8	Il Reine	Neuhochdeutsch	L2
post11827290	0.77	luway	Italian	L1
post11826259	0.81	pizzi	Italian, Italy	L1
post11815562	0.7	Anja.Ann	Italian	L1
post11822953	0.85	pizzi	Italian, Italy	L1
post11805392	0.68	fabinn	Italiano	L1
post11806562	0.76	Walt Whitman	Italian - Italy	L1
post11806662	0.84	luway	Italian	L1
post11806891	0.63	Giorgio Spizzi	Italian	L1
post11816378	0.83	Walt Whitman	Italian - Italy	L1
post11780334	0.72	giginho	Italiano & Piemontese	L1
post11736237	0.63	(Lucia	Italiano	L1
post11737342	0.75	(Lucia	Italiano	L1
post11806989	0.77	laura89	Italiano	L1
post11807077	0.71	Giorgio Spizzi	Italian	L1
post11810116	0.75	matteo_apokalypse	Italiano - Italia	L1
post11793782	0.88	fabinn	Italiano	L1
post11795159	0.8	francisgranada	Hungarian	L2
post11805600	0.85	francisgranada	Hungarian	L2
post11803018	0.76	otherwise	Italiano - Italia	L1
post11805178	0.59	otherwise	Italiano - Italia	L1
post11805318	0.75	francisgranada	Hungarian	L2
post6415742	0.8	Lucy Van Pelt	Italian	L1
post11795793	0.67	Anja.Ann	Italian	L1
post11797542	0.84	Anja.Ann	Italian	L1
post11787845	0.68	cercolumi	italiano	L1
post11775865	0.83	VogaVenessian	Italiano	L1
post11786702	0.84	Giorgio Spizzi	Italian	L1
post11787116	0.79	francisgranada	Hungarian	L2
post11784975	0.77	Aleksej	Italiano - Italia	L1
post11785481	0.83	cercolumi	italiano	L1
post11786699	0.82	Aleksej	Italiano - Italia	L1
post11779431	0.82	VogaVenessian	Italiano	L1
post11780147	0.82	Giorgio Spizzi	Italian	L1
post11773766	0.74	VogaVenessian	Italiano	L1
post11760308	0.75	fabinn	Italiano	L1
post11772674	0.74	VogaVenessian	Italiano	L1
post11774327	0.82	cercolumi	italiano	L1
post11773239	0.83	Cosimo Piovasco	Italiano, Italia	L1
post11745271	0.48	pizzi	Italian, Italy	L1
post11746034	0.7	Giorgio Spizzi	Italian	L1
post11749694	0.77	Explorer41	Russian	L2
post11749744	0.71	Giorgio Spizzi	Italian	L1
post11319194	0.83	zipp404	Bilingual English|Español	L2
post11319943	0.8	Giorgio Spizzi	Italian	L1
post11751423	0.84	Giorgio Spizzi	Italian	L1
post11745409	0.83	cetigne	Montenegrin	L2
post11745471	0.86	pizzi	Italian, Italy	L1
post11748244	0.71	Anja.Ann	Italian	L1
post11748403	0.82	pizzi	Italian, Italy	L1
post11764613	0.63	VogaVenessian	Italiano	L1
post11759893	0.81	Giorgio Spizzi	Italian	L1
post11763806	0.77	francisgranada	Hungarian	L2
post11738708	0.82	pizzi	Italian, Italy	L1
post11741220	0.8	pizzi	Italian, Italy	L1
post11742067	0.77	Anja.Ann	Italian	L1
post11742298	0.81	pizzi	Italian, Italy	L1
post11742445	0.79	Anja.Ann	Italian	L1
post11743914	0.77	VogaVenessian	Italiano	L1
post11760292	0.69	VogaVenessian	Italiano	L1
post11311445	0.79	Il Reine	Neuhochdeutsch	L2
post11756575	0.78	giginho	Italiano & Piemontese	L1
post11754112	0.79	francisgranada	Hungarian	L2
post11750234	0.8	VogaVenessian	Italiano	L1
post11755587	0.66	hpauerbach	Italian	L1
post11753370	0.81	cercolumi	italiano	L1
post11718875	0.84	Explorer41	Russian	L2
post11720995	0.82	effeundici	Italian - Tuscany	L1
post11740135	0.55	otherwise	Italiano - Italia	L1
post11733372	0.78	Anja.Ann	Italian	L1
post11726408	0.74	blebleble	Colombian Spanish	L2
post11736204	0.71	VogaVenessian	Italiano	L1
post11734933	0.73	ocramz	Italiaans	L1
post3445180	0.82	SunDraw	Veneto (Italia)	L1
post7897678	0.84	Sesshomarux	Italian	L1
post11730387	0.82	GerryV	italiano	L1
post11730594	0.84	rainbowizard	Italian - Italy	L1
post11733224	0.75	GerryV	italiano	L1
post11678262	0.79	luway	Italian	L1
post11726477	0.67	fabinn	Italiano	L1
post11731735	0.57	fabinn	Italiano	L1
post11730795	0.84	(Lucia	Italiano	L1
post11718830	0.78	luway	Italian	L1
post11718286	0.74	VogaVenessian	Italiano	L1
post11724934	0.85	italianiiissima	English - Greek	L2
post11727243	0.72	VogaVenessian	Italiano	L1
post11722607	0.83	pizzi	Italian, Italy	L1
post11699710	0.6	fabinn	Italiano	L1
post11700329	0.79	luway	Italian	L1
post11707497	0.81	koosky60	Italiano	L1
post11708901	0.78	koosky60	Italiano	L1
post11717296	0.54	Giorgio Spizzi	Italian	L1
post11723107	0.78	fabinn	Italiano	L1
post11717160	0.82	Giorgio Spizzi	Italian	L1
post11720477	0.82	francisgranada	Hungarian	L2
post11723869	0.81	(Lucia	Italiano	L1
post11680460	0.72	Alaska88	italian	L1
post11685156	0.78	francisgranada	Hungarian	L2
post11715127	0.66	VogaVenessian	Italiano	L1
post11712966	0.75	Giorgio Spizzi	Italian	L1
post6165659	0.78	Luca97	Italian - Italy	L1
post6182242	0.84	pask46	Italy-italian	L1
post6188879	0.8	Luca97	Italian - Italy	L1
post6188900	0.8	federicoft	Italian	L1
post6189130	0.77	pask46	Italy-italian	L1
post8157972	0.76	dumbago	Italian	L1
post8158619	0.8	sleepwalker	Italian	L1
post8159119	0.81	TheMuse80	italian	L1
post11707811	0.82	SSounds	Dutch	L2
post11702412	0.59	luway	Italian	L1
post11688823	0.67	luway	Italian	L1
post11700906	0.64	Alxmrphi	UK English	L2
post11701390	0.76	Alxmrphi	UK English	L2
post11390254	0.84	Fra11	Italiano	L1
post11685449	0.81	Kjka	Italian	L1
post11677201	0.61	castillodeif	spanish Spain	L2
post11681230	0.68	chlapec	Galician & Spanish-Spain	L2
post11678743	0.74	luway	Italian	L1
post11670529	0.77	Fedss.	Italiano	L1
post11460177	0.74	CaruraLeam	Italian	L1
post11460788	0.86	otherwise	Italiano - Italia	L1
post1954816	0.63	Einstein	UK, English	L2
post1955734	0.7	daniele712	Italia	L1
post1959551	0.75	Einstein	UK, English	L2
post1962788	0.77	stella_maris_74	Italian - Italy	L1
post1962930	0.7	Einstein	UK, English	L2
post1966912	0.72	daniele712	Italia	L1
post1976012	0.68	Einstein	UK, English	L2
post2008345	0.7	sabrinita85	Italian	L1
post2804810	0.57	VelistaPerCaso	Italia italiano	L1
post8453006	0.77	sandypas76	Italy - Italian	L1
post8455873	0.81	Einstein	UK, English	L2
post8459583	0.79	sandypas76	Italy - Italian	L1
post11392196	0.68	Einstein	UK, English	L2
post11399848	0.74	Einstein	UK, English	L2
post11412806	0.76	Giorgio Spizzi	Italian	L1
post11671587	0.73	luway	Italian	L1
post11668161	0.73	Explorer41	Russian	L2
post3225432	0.68	xeneize	Italian	L1
post3232729	0.8	DrLindenbrock	Italy; Italian & Am. English	L1
post3236593	0.78	xeneize	Italian	L1
post7287985	0.74	mario realini	ITALIANO	L1
post7288119	0.73	federicoft	Italian	L1
post8901619	0.76	mario realini	ITALIANO	L1
post8904034	0.85	mario realini	ITALIANO	L1
post8904051	0.82	pantarhei	Italiano	L1
post8904141	0.7	mario realini	ITALIANO	L1
post8908964	0.72	mario realini	ITALIANO	L1
post8908987	0.78	mario realini	ITALIANO	L1
post8908999	0.81	annapo	Italian	L1
post8909117	0.76	mario realini	ITALIANO	L1
post8914802	0.8	mario realini	ITALIANO	L1
post8916445	0.71	Azazel81	Italy - Italian	L1
post8916632	0.83	mario realini	ITALIANO	L1
post8918626	0.79	silver frog	Italiano	L1
post8923069	0.66	silver frog	Italiano	L1
post8927158	0.79	mario realini	ITALIANO	L1
post8927651	0.75	annapo	Italian	L1
post8927688	0.8	pantarhei	Italiano	L1
post8927775	0.76	annapo	Italian	L1
post8927857	0.8	mario realini	ITALIANO	L1
post8978011	0.84	mario realini	ITALIANO	L1
post8981073	0.81	annapo	Italian	L1
post9245798	0.74	facciadipietra	Italian (northern, southern and central background)	L1
post9388002	0.84	MünchnerFax	Italian, Italy	L1
post9442857	0.7	silver frog	Italiano	L1
post9442927	0.75	elena73	Italian	L1
post9445908	0.72	silver frog	Italiano	L1
post9445939	0.79	elena73	Italian	L1
post9446999	0.78	silver frog	Italiano	L1
post9449389	0.8	mario realini	ITALIANO	L1
post9465034	0.76	silver frog	Italiano	L1
post9469110	0.85	silver frog	Italiano	L1
post9469214	0.82	mario realini	ITALIANO	L1
post9615341	0.82	mario realini	ITALIANO	L1
post9622599	0.79	silver frog	Italiano	L1
post9627893	0.78	Nunou	Italiano	L1
post9660462	0.72	mario realini	ITALIANO	L1
post9661198	0.84	mario realini	ITALIANO	L1
post9661705	0.75	elena73	Italian	L1
post9661888	0.79	Nunou	Italiano	L1
post9666678	0.76	mario realini	ITALIANO	L1
post9786219	0.81	mario realini	ITALIANO	L1
post11458161	0.79	Alessandro_Persia	Italian	L1
post7941416	0.78	facciadipietra	Italian (northern, southern and central background)	L1
post11381589	0.76	oirelav	italian	L1
post11656664	0.82	Youngfun	Wu Chinese & Italian	L1
post11651900	0.82	Maioneselover	Italiano - Italia	L1
post11648227	0.75	☺	italiano	L1
post11651650	0.72	Explorer41	Russian	L2
post11640976	0.83	Giorgio Spizzi	Italian	L1
post11648275	0.86	Ms. Babel	Italian	L1
post11644028	0.78	luway	Italian	L1
post11644240	0.76	luway	Italian	L1
post11644424	0.71	fabinn	Italiano	L1
post10109970	0.74	robertaL	Italian	L1
post6517324	0.79	federicoft	Italian	L1
post11494717	0.65	Mia Bianchi	Italiano	L1
post11623753	0.56	elisot84	Italiano	L1
post11627816	0.79	Sgt.Pepper	Italian	L1
post11631221	0.65	Maioneselover	Italiano - Italia	L1
post11637555	0.6	Giorgio Spizzi	Italian	L1
post11638189	0.67	giginho	Italiano & Piemontese	L1
post11632192	0.67	fratelloscalzo	Italian	L1
post11633826	0.7	luway	Italian	L1
post1922254	0.81	TimLA	English - US	L2
post11633748	0.82	luway	Italian	L1
post11634451	0.76	pizzi	Italian, Italy	L1
post11635744	0.81	Giorgio Spizzi	Italian	L1
post11634936	0.79	pizzi	Italian, Italy	L1
post11634544	0.69	Anja.Ann	Italian	L1
post11634008	0.72	Ticchettio	Italian	L1
post11617615	0.72	Maioneselover	Italiano - Italia	L1
post11629383	0.73	Maioneselover	Italiano - Italia	L1
post11629566	0.66	Sgt.Pepper	Italian	L1
post11633801	0.71	luway	Italian	L1
post11519391	0.64	vallery	Russian	L2
post11618303	0.8	Azzurra	Italia-italiano	L1
post11626337	0.84	Azzurra	Italia-italiano	L1
post11611924	0.77	luway	Italian	L1
post11627376	0.69	☺	italiano	L1
post11625267	0.63	fabinn	Italiano	L1
post11617520	0.82	fabinn	Italiano	L1
post11617923	0.75	Anja.Ann	Italian	L1
post11619801	0.81	pizzi	Italian, Italy	L1
post11623232	0.85	luway	Italian	L1
post11621199	0.76	Alessandro_Persia	Italian	L1
post11608591	0.77	Anja.Ann	Italian	L1
post11610157	0.67	Maioneselover	Italiano - Italia	L1
post9567284	0.83	ursu-lab	italian, catalan & spanish	L1
post10835613	0.63	olaszinho	Central Italian	L1
post4620361	0.73	Tobago	France - French	L2
post11529250	0.67	Giorgio Spizzi	Italian	L1
post11551168	0.79	luway	Italian	L1
post11608595	0.86	Explorer41	Russian	L2
post11608252	0.63	giginho	Italiano & Piemontese	L1
post11599911	0.69	Spiritoso78	Italiano  e friulano	L1
post11580459	0.69	Lituano	Lithuanian	L2
post11600096	0.84	zeneize	Italian - Italy	L1
post11599157	0.68	matteo_apokalypse	Italiano - Italia	L1
post11577138	0.76	luway	Italian	L1
post11578837	0.69	vallery	Russian	L2
post11576721	0.77	verbalista	Slovenian	L2
post11576865	0.77	luway	Italian	L1
post7086664	0.8	faccioifumetti	English (GA)	L2
post9763205	0.78	duchevreuil	Swedish	L2
post11572875	0.81	pizzi	Italian, Italy	L1
post11567416	0.74	Giorgio Spizzi	Italian	L1
post1947916	0.45	femmejolie	Spanish (Spain)	L2
post1949257	0.66	daniele712	Italia	L1
post1966969	0.63	daniele712	Italia	L1
post11567609	0.61	Giorgio Spizzi	Italian	L1
post11555954	0.61	Dulcinea	Italy Italian	L1
post11557285	0.62	frenchyitaly	Italian - Italy	L1
post11561527	0.8	desperate student	italian	L1
post11564168	0.86	desperate student	italian	L1
post11558957	0.73	ursu-lab	italian, catalan & spanish	L1
post11560398	0.71	fabinn	Italiano	L1
post11553262	0.76	Anna_Barcelona	Catalan and Spanish	L2
post11554331	0.8	ursu-lab	italian, catalan & spanish	L1
post11532681	0.81	Dulcinea	Italy Italian	L1
post11538407	0.77	adicharlas	italian	L1
post11537745	0.76	Giorgio Spizzi	Italian	L1
post11540864	0.84	adicharlas	italian	L1
post11545890	0.73	Giorgio Spizzi	Italian	L1
post11540782	0.68	Mutti57	italian	L1
post11541868	0.81	Cosimo Piovasco	Italiano, Italia	L1
post11528833	0.74	Cosimo Piovasco	Italiano, Italia	L1
